Account Number,Name,Income,Expenditure,Savings,Password
987654394,gajender singh ,39262,31410,7852,4394
987654395,pooran chand sharma,50251,29900,20351,4395
987654395,pooran chand sharma,61856,21720,40136,4395
987654395,pooran chand sharma,52297,19960,32337,4395
987654395,pooran chand sharma,57500,48920,8580,4395
987654395,pooran chand sharma,38140,25250,12890,4395
987654395,pooran chand sharma,62362,22540,39822,4395
987654395,pooran chand sharma,59744,45420,14324,4395
987654395,pooran chand sharma,61911,51790,10121,4395
987654395,pooran chand sharma,69072,32140,36932,4395
987654395,pooran chand sharma,67257,61450,5807,4395
987654395,pooran chand sharma,41330,15330,26000,4395
987654395,pooran chand sharma,62142,52190,9952,4395
987654395,pooran chand sharma,61669,38250,23419,4395
987654395,pooran chand sharma,74242,33440,40802,4395
987654395,pooran chand sharma,70117,29110,41007,4395
987654395,pooran chand sharma,86639,24970,61669,4395
987654395,pooran chand sharma,42969,32570,10399,4395
987654395,pooran chand sharma,62296,32500,29796,4395
987654395,pooran chand sharma,48601,47870,731,4395
987654395,pooran chand sharma,46555,32250,14305,4395
987654395,pooran chand sharma,46280,26430,19850,4395
987654395,pooran chand sharma,31551,23470,8081,4395
987654395,pooran chand sharma,53408,14780,38628,4395
987654395,pooran chand sharma,51549,22960,28589,4395
987654396,irfan,49074,47740,1334,4396
987654396,irfan,56301,24950,31351,4396
987654396,irfan,69699,17970,51729,4396
987654396,irfan,36886,30650,6236,4396
987654396,irfan,49932,38050,11882,4396
987654396,irfan,48326,34350,13976,4396
987654396,irfan,49470,24580,24890,4396
987654396,irfan,50647,37980,12667,4396
987654396,irfan,51681,13130,38551,4396
987654396,irfan,36039,27380,8659,4396
987654396,irfan,64144,34030,30114,4396
987654396,irfan,55806,18000,37806,4396
987654396,irfan,63638,52830,10808,4396
987654396,irfan,65871,58620,7251,4396
987654396,irfan,80886,41690,39196,4396
987654396,irfan,46016,17670,28346,4396
987654396,irfan,72075,27000,45075,4396
987654396,irfan,74968,42750,32218,4396
987654396,irfan,80600,74250,6350,4396
987654396,irfan,70447,54590,15857,4396
987654396,irfan,31672,21860,9812,4396
987654396,irfan,49811,40770,9041,4396
987654396,irfan,43827,32080,11747,4396
987654396,irfan,43541,17150,26391,4396
987654397,azaruddin,53936,36920,17016,4397
987654397,azaruddin,45521,32790,12731,4397
987654397,azaruddin,33949,10360,23589,4397
987654397,azaruddin,56741,25640,31101,4397
987654397,azaruddin,59172,20780,38392,4397
987654397,azaruddin,58358,50270,8088,4397
987654397,azaruddin,65497,16810,48687,4397
987654397,azaruddin,75166,26630,48536,4397
987654397,azaruddin,34741,26680,8061,4397
987654397,azaruddin,50218,17320,32898,4397
987654397,azaruddin,48095,29150,18945,4397
987654397,azaruddin,43101,11830,31271,4397
987654397,azaruddin,47127,36470,10657,4397
987654397,azaruddin,48909,15580,33329,4397
987654397,azaruddin,32662,27920,4742,4397
987654397,azaruddin,62142,60310,1832,4397
987654397,azaruddin,61592,50830,10762,4397
987654397,azaruddin,63231,22980,40251,4397
987654397,azaruddin,65354,52050,13304,4397
987654397,azaruddin,83526,54740,28786,4397
987654397,azaruddin,36182,9100,27082,4397
987654397,azaruddin,56642,31700,24942,4397
987654397,azaruddin,43662,18450,25212,4397
987654397,azaruddin,49217,14570,34647,4397
987654398,mukul yadav,41528,36770,4758,4398
987654398,mukul yadav,47710,33760,13950,4398
987654398,mukul yadav,31122,15810,15312,4398
987654398,mukul yadav,55212,24580,30632,4398
987654398,mukul yadav,53419,46830,6589,4398
987654398,mukul yadav,58974,44370,14604,4398
987654398,mukul yadav,57379,21050,36329,4398
987654398,mukul yadav,70766,38220,32546,4398
987654398,mukul yadav,32090,13410,18680,4398
987654398,mukul yadav,45345,38990,6355,4398
987654398,mukul yadav,43310,22260,21050,4398
987654398,mukul yadav,45763,37790,7973,4398
987654398,mukul yadav,45620,45030,590,4398
987654398,mukul yadav,50152,40200,9952,4398
987654398,mukul yadav,33333,31760,1573,4398
987654398,mukul yadav,58941,17610,41331,4398
987654398,mukul yadav,57841,32720,25121,4398
987654398,mukul yadav,58490,40390,18100,4398
987654398,mukul yadav,61801,18590,43211,4398
987654398,mukul yadav,72130,59790,12340,4398
987654398,mukul yadav,35291,24310,10981,4398
987654398,mukul yadav,65321,59900,5421,4398
987654398,mukul yadav,65343,28190,37153,4398
987654398,mukul yadav,61559,21340,40219,4398
987654399,pooran chand sharma,62318,36140,26178,4399
987654399,pooran chand sharma,67103,44140,22963,4399
987654399,pooran chand sharma,30561,9670,20891,4399
987654399,pooran chand sharma,45488,37080,8408,4399
987654399,pooran chand sharma,46610,22420,24190,4399
987654399,pooran chand sharma,47105,34570,12535,4399
987654399,pooran chand sharma,46698,18330,28368,4399
987654399,pooran chand sharma,47336,43140,4196,4399
987654399,pooran chand sharma,36677,35080,1597,4399
987654399,pooran chand sharma,61482,22400,39082,4399
987654399,pooran chand sharma,59920,50300,9620,4399
987654399,pooran chand sharma,64177,24810,39367,4399
987654399,pooran chand sharma,75221,27970,47251,4399
987654399,pooran chand sharma,73703,32540,41163,4399
987654399,pooran chand sharma,33674,30900,2774,4399
987654399,pooran chand sharma,50669,18050,32619,4399
987654399,pooran chand sharma,42793,21910,20883,4399
987654399,pooran chand sharma,49173,21720,27453,4399
987654399,pooran chand sharma,46929,31390,15539,4399
987654399,pooran chand sharma,51670,34280,17390,4399
987654399,pooran chand sharma,37557,29410,8147,4399
987654399,pooran chand sharma,63693,44950,18743,4399
987654399,pooran chand sharma,67191,60060,7131,4399
987654399,pooran chand sharma,69248,63390,5858,4399
987654400,manoj,83053,38870,44183,4400
987654400,manoj,84362,81430,2932,4400
987654400,manoj,36853,24350,12503,4400
987654400,manoj,52726,15290,37436,4400
987654400,manoj,45213,32670,12543,4400
987654400,manoj,47369,16360,31009,4400
987654400,manoj,43398,16270,27128,4400
987654400,manoj,51659,43450,8209,4400
987654400,manoj,34103,23270,10833,4400
987654400,manoj,62351,23740,38611,4400
987654400,manoj,56983,32410,24573,4400
987654400,manoj,68434,20120,48314,4400
987654400,manoj,70799,58750,12049,4400
987654400,manoj,77828,71330,6498,4400
987654400,manoj,34961,22600,12361,4400
987654400,manoj,60151,30240,29911,4400
987654400,manoj,50086,15620,34466,4400
987654400,manoj,54651,34490,20161,4400
987654400,manoj,57049,52920,4129,4400
987654400,manoj,25985,10010,15975,4400
987654400,manoj,73318,49870,23448,4400
987654400,manoj,59579,55820,3759,4400
987654400,manoj,64815,29590,35225,4400
987654400,manoj,74792,62010,12782,4400
987654401,sanjay charee,89301,22350,66951,4401
987654401,sanjay charee,37898,31800,6098,4401
987654401,sanjay charee,67961,61310,6651,4401
987654401,sanjay charee,55245,48180,7065,4401
987654401,sanjay charee,46049,23720,22329,4401
987654401,sanjay charee,58094,22150,35944,4401
987654401,sanjay charee,34895,29490,5405,4401
987654401,sanjay charee,58644,16550,42094,4401
987654401,sanjay charee,66619,56550,10069,4401
987654401,sanjay charee,65475,31870,33605,4401
987654401,sanjay charee,67103,25540,41563,4401
987654401,sanjay charee,80765,64270,16495,4401
987654401,sanjay charee,33575,27200,6375,4401
987654401,sanjay charee,53408,49550,3858,4401
987654401,sanjay charee,46951,17740,29211,4401
987654401,sanjay charee,47479,24640,22839,4401
987654401,sanjay charee,45906,42500,3406,4401
987654401,sanjay charee,51153,32300,18853,4401
987654401,sanjay charee,40978,24830,16148,4401
987654401,sanjay charee,60954,31870,29084,4401
987654401,sanjay charee,59777,36250,23527,4401
987654401,sanjay charee,66883,24330,42553,4401
987654401,sanjay charee,69424,19930,49494,4401
987654401,sanjay charee,85022,22180,62842,4401
987654402,raja babu,40901,31090,9811,4402
987654402,raja babu,76475,21670,54805,4402
987654402,raja babu,84890,80580,4310,4402
987654402,raja babu,68676,50840,17836,4402
987654402,raja babu,86914,67340,19574,4402
987654402,raja babu,33773,32540,1233,4402
987654402,raja babu,47831,41620,6211,4402
987654402,raja babu,51978,39290,12688,4402
987654402,raja babu,47050,27980,19070,4402
987654402,raja babu,55091,48940,6151,4402
987654402,raja babu,48645,25870,22775,4402
987654402,raja babu,83878,40380,43498,4402
987654402,raja babu,80567,48120,32447,4402
987654402,raja babu,86870,33720,53150,4402
987654402,raja babu,90324,66070,24254,4402
987654402,raja babu,36930,33850,3080,4402
987654402,raja babu,53859,35720,18139,4402
987654402,raja babu,44927,28860,16067,4402
987654402,raja babu,46236,44700,1536,4402
987654402,raja babu,52374,31780,20594,4402
987654402,raja babu,52319,19090,33229,4402
987654402,raja babu,36765,19140,17625,4402
987654402,raja babu,64254,34230,30024,4402
987654402,raja babu,63770,33340,30430,4402
987654403,pawan,73615,36200,37415,4403
987654403,pawan,81337,65770,15567,4403
987654403,pawan,93448,49100,44348,4403
987654403,pawan,32728,18320,14408,4403
987654403,pawan,53881,38960,14921,4403
987654403,pawan,43057,26340,16717,4403
987654403,pawan,49173,48950,223,4403
987654403,pawan,47501,36330,11171,4403
987654403,pawan,47963,15560,32403,4403
987654403,pawan,32816,12180,20636,4403
987654403,pawan,60767,29530,31237,4403
987654403,pawan,52583,44780,7803,4403
987654403,pawan,59007,55330,3677,4403
987654403,pawan,76343,52500,23843,4403
987654403,pawan,80402,45220,35182,4403
987654403,pawan,36094,30430,5664,4403
987654403,pawan,51439,28320,23119,4403
987654403,pawan,47281,17090,30191,4403
987654403,pawan,52946,23310,29636,4403
987654403,pawan,46544,13750,32794,4403
987654403,pawan,49646,31840,17806,4403
987654403,pawan,35489,28560,6929,4403
987654403,pawan,65508,57130,8378,4403
987654403,pawan,62263,32940,29323,4403
987654404,sandeep,69391,61020,8371,4404
987654404,sandeep,69479,38820,30659,4404
987654404,sandeep,98442,63650,34792,4404
987654404,sandeep,38492,14890,23602,4404
987654404,sandeep,57665,31110,26555,4404
987654404,sandeep,44575,33020,11555,4404
987654404,sandeep,45301,27270,18031,4404
987654404,sandeep,45752,21690,24062,4404
987654404,sandeep,50207,18670,31537,4404
987654404,sandeep,32673,30160,2513,4404
987654404,sandeep,56147,50820,5327,4404
987654404,sandeep,58952,51700,7252,4404
987654404,sandeep,61152,39640,21512,4404
987654404,sandeep,64617,56820,7797,4404
987654404,sandeep,79478,26840,52638,4404
987654404,sandeep,33674,9260,24414,4404
987654404,sandeep,54398,33020,21378,4404
987654404,sandeep,50284,28000,22284,4404
987654404,sandeep,50735,35770,14965,4404
987654404,sandeep,49965,30940,19025,4404
987654404,sandeep,48161,39890,8271,4404
987654404,sandeep,38536,30440,8096,4404
987654404,sandeep,64936,45660,19276,4404
987654404,sandeep,56928,25730,31198,4404
987654405,rajkumar chawla,66267,52910,13357,4405
987654405,rajkumar chawla,69622,18900,50722,4405
987654405,rajkumar chawla,85308,85030,278,4405
987654405,rajkumar chawla,36556,21900,14656,4405
987654405,rajkumar chawla,55685,16910,38775,4405
987654405,rajkumar chawla,48458,17940,30518,4405
987654405,rajkumar chawla,46038,21990,24048,4405
987654405,rajkumar chawla,45114,25250,19864,4405
987654405,rajkumar chawla,44608,12740,31868,4405
987654405,rajkumar chawla,30011,28560,1451,4405
987654405,rajkumar chawla,62956,35180,27776,4405
987654405,rajkumar chawla,52385,48840,3545,4405
987654405,rajkumar chawla,59656,36390,23266,4405
987654405,rajkumar chawla,64298,27500,36798,4405
987654405,rajkumar chawla,73285,33100,40185,4405
987654405,rajkumar chawla,34631,31650,2981,4405
987654405,rajkumar chawla,50273,23110,27163,4405
987654405,rajkumar chawla,46500,29110,17390,4405
987654405,rajkumar chawla,44168,35460,8708,4405
987654405,rajkumar chawla,42100,12480,29620,4405
987654405,rajkumar chawla,50394,35950,14444,4405
987654405,rajkumar chawla,32684,30120,2564,4405
987654405,rajkumar chawla,67455,51850,15605,4405
987654405,rajkumar chawla,55278,49890,5388,4405
987654406,parvesh,64914,26520,38394,4406
987654406,parvesh,68236,30140,38096,4406
987654406,parvesh,84813,83340,1473,4406
987654406,parvesh,33421,33020,401,4406
987654406,parvesh,53342,43670,9672,4406
987654406,parvesh,52638,50310,2328,4406
987654406,parvesh,30209,20410,9799,4406
987654406,parvesh,76860,31170,45690,4406
987654406,parvesh,40967,35550,5417,4406
987654406,parvesh,54145,29130,25015,4406
987654406,parvesh,38019,26590,11429,4406
987654406,parvesh,109134,27600,81534,4406
987654406,parvesh,60844,30320,30524,4406
987654406,parvesh,97507,91040,6467,4406
987654406,parvesh,91281,29280,62001,4406
987654406,parvesh,87618,33800,53818,4406
987654406,parvesh,99531,40760,58771,4406
987654406,parvesh,122609,48830,73779,4406
987654406,parvesh,64815,31710,33105,4406
987654406,parvesh,80512,76960,3552,4406
987654406,parvesh,73967,21410,52557,4406
987654406,parvesh,71558,63320,8238,4406
987654406,parvesh,81678,66650,15028,4406
987654406,parvesh,67070,27740,39330,4406
987654407,mohd ataullah,48887,45360,3527,4407
987654407,mohd ataullah,87431,86570,861,4407
987654407,mohd ataullah,106395,59890,46505,4407
987654407,mohd ataullah,93921,93800,121,4407
987654407,mohd ataullah,101082,53380,47702,4407
987654407,mohd ataullah,120992,58620,62372,4407
987654407,mohd ataullah,58765,19570,39195,4407
987654407,mohd ataullah,92084,90910,1174,4407
987654407,mohd ataullah,74088,48710,25378,4407
987654407,mohd ataullah,71217,46910,24307,4407
987654407,mohd ataullah,68126,27850,40276,4407
987654407,mohd ataullah,78191,54910,23281,4407
987654407,mohd ataullah,48832,25110,23722,4407
987654407,mohd ataullah,90225,29760,60465,4407
987654407,mohd ataullah,96374,82910,13464,4407
987654407,mohd ataullah,100774,69260,31514,4407
987654407,mohd ataullah,93338,32520,60818,4407
987654407,mohd ataullah,47314,28900,18414,4407
987654407,mohd ataullah,70755,29260,41495,4407
987654407,mohd ataullah,61625,45520,16105,4407
987654407,mohd ataullah,63605,28610,34995,4407
987654407,mohd ataullah,65827,35830,29997,4407
987654407,mohd ataullah,72086,41570,30516,4407
987654407,mohd ataullah,47204,31140,16064,4407
987654408,neeraj kumar,76068,52880,23188,4408
987654408,neeraj kumar,88597,66590,22007,4408
987654408,neeraj kumar,82041,39210,42831,4408
987654408,neeraj kumar,89631,59290,30341,4408
987654408,neeraj kumar,110905,91120,19785,4408
987654408,neeraj kumar,48700,37950,10750,4408
987654408,neeraj kumar,80369,23670,56699,4408
987654408,neeraj kumar,85495,83220,2275,4408
987654408,neeraj kumar,59436,27090,32346,4408
987654408,neeraj kumar,60536,28610,31926,4408
987654408,neeraj kumar,34785,19760,15025,4408
987654408,neeraj kumar,70370,49900,20470,4408
987654408,neeraj kumar,65805,43640,22165,4408
987654408,neeraj kumar,69105,64360,4745,4408
987654408,neeraj kumar,70722,57160,13562,4408
987654408,neeraj kumar,89015,76040,12975,4408
987654408,neeraj kumar,37601,18090,19511,4408
987654408,neeraj kumar,62186,43220,18966,4408
987654408,neeraj kumar,63022,49930,13092,4408
987654408,neeraj kumar,65981,65980,1,4408
987654408,neeraj kumar,69688,48650,21038,4408
987654408,neeraj kumar,67180,64710,2470,4408
987654408,neeraj kumar,47589,25510,22079,4408
987654408,neeraj kumar,80732,44520,36212,4408
987654409,jamil khan,70337,44950,25387,4409
987654409,jamil khan,81601,50350,31251,4409
987654409,jamil khan,85000,29550,55450,4409
987654409,jamil khan,99113,81160,17953,4409
987654409,jamil khan,44256,15400,28856,4409
987654409,jamil khan,78070,29550,48520,4409
987654409,jamil khan,79709,75000,4709,4409
987654409,jamil khan,76563,67140,9423,4409
987654409,jamil khan,81128,30750,50378,4409
987654409,jamil khan,39735,24490,15245,4409
987654409,jamil khan,78928,30370,48558,4409
987654409,jamil khan,61449,44020,17429,4409
987654409,jamil khan,73659,66700,6959,4409
987654409,jamil khan,83603,62690,20913,4409
987654409,jamil khan,93162,87050,6112,4409
987654409,jamil khan,39691,36740,2951,4409
987654409,jamil khan,59744,42110,17634,4409
987654409,jamil khan,60811,31370,29441,4409
987654409,jamil khan,55223,50240,4983,4409
987654409,jamil khan,60008,41170,18838,4409
987654409,jamil khan,61955,21890,40065,4409
987654409,jamil khan,37568,28230,9338,4409
987654409,jamil khan,80490,55690,24800,4409
987654409,jamil khan,74088,62710,11378,4409
987654410,yogita,81854,23130,58724,4410
987654410,yogita,80017,74270,5747,4410
987654410,yogita,90357,58030,32327,4410
987654410,yogita,38195,26200,11995,4410
987654410,yogita,67268,17540,49728,4410
987654410,yogita,61284,32270,29014,4410
987654410,yogita,69622,23660,45962,4410
987654410,yogita,65420,18120,47300,4410
987654410,yogita,71943,41900,30043,4410
987654410,yogita,43299,43060,239,4410
987654410,yogita,95901,38880,57021,4410
987654410,yogita,70062,37630,32432,4410
987654410,yogita,70953,67670,3283,4410
987654410,yogita,77421,38850,38571,4410
987654410,yogita,85176,45180,39996,4410
987654410,yogita,40098,34030,6068,4410
987654410,yogita,64463,19990,44473,4410
987654410,yogita,59095,30440,28655,4410
987654410,yogita,62615,40840,21775,4410
987654410,yogita,59381,18540,40841,4410
987654410,yogita,65343,43150,22193,4410
987654410,yogita,38481,26760,11721,4410
987654410,yogita,70260,17630,52630,4410
987654410,yogita,68467,27040,41427,4410
987654411,rijul aggarwal,79819,37860,41959,4411
987654411,rijul aggarwal,69952,23820,46132,4411
987654411,rijul aggarwal,82184,76590,5594,4411
987654411,rijul aggarwal,40703,17880,22823,4411
987654411,rijul aggarwal,62329,36470,25859,4411
987654411,rijul aggarwal,60470,31520,28950,4411
987654411,rijul aggarwal,62824,23500,39324,4411
987654411,rijul aggarwal,59216,50730,8486,4411
987654411,rijul aggarwal,67224,58340,8884,4411
987654411,rijul aggarwal,42639,35850,6789,4411
987654411,rijul aggarwal,78147,54650,23497,4411
987654411,rijul aggarwal,83834,61850,21984,4411
987654411,rijul aggarwal,98431,75390,23041,4411
987654411,rijul aggarwal,80215,47240,32975,4411
987654411,rijul aggarwal,86540,44290,42250,4411
987654411,rijul aggarwal,37095,36030,1065,4411
987654411,rijul aggarwal,59150,32780,26370,4411
987654411,rijul aggarwal,57313,19980,37333,4411
987654411,rijul aggarwal,62802,45690,17112,4411
987654411,rijul aggarwal,62846,16360,46486,4411
987654411,rijul aggarwal,67092,42110,24982,4411
987654411,rijul aggarwal,42067,27480,14587,4411
987654411,rijul aggarwal,80160,49380,30780,4411
987654411,rijul aggarwal,72416,64880,7536,4411
987654412,mohd shakib,76123,42520,33603,4412
987654412,mohd shakib,83174,54790,28384,4412
987654412,mohd shakib,93503,39520,53983,4412
987654412,mohd shakib,46038,26470,19568,4412
987654412,mohd shakib,72405,40810,31595,4412
987654412,mohd shakib,63836,60440,3396,4412
987654412,mohd shakib,63495,26720,36775,4412
987654412,mohd shakib,63319,27430,35889,4412
987654412,mohd shakib,78070,56140,21930,4412
987654412,mohd shakib,43112,37380,5732,4412
987654412,mohd shakib,74033,48790,25243,4412
987654412,mohd shakib,75661,30160,45501,4412
987654412,mohd shakib,82536,53880,28656,4412
987654412,mohd shakib,87079,72710,14369,4412
987654412,mohd shakib,109134,81890,27244,4412
987654412,mohd shakib,49140,24260,24880,4412
987654412,mohd shakib,81887,53540,28347,4412
987654412,mohd shakib,65948,35350,30598,4412
987654412,mohd shakib,65398,27320,38078,4412
987654412,mohd shakib,54442,20160,34282,4412
987654412,mohd shakib,70414,51090,19324,4412
987654412,mohd shakib,49591,13690,35901,4412
987654412,mohd shakib,80215,21110,59105,4412
987654412,mohd shakib,69358,27510,41848,4412
987654413,rahul kumar,76805,72020,4785,4413
987654413,rahul kumar,80567,59750,20817,4413
987654413,rahul kumar,88025,74450,13575,4413
987654413,rahul kumar,43541,23000,20541,4413
987654413,rahul kumar,70920,64050,6870,4413
987654413,rahul kumar,60272,38450,21822,4413
987654413,rahul kumar,67279,54620,12659,4413
987654413,rahul kumar,68104,60340,7764,4413
987654413,rahul kumar,73439,71190,2249,4413
987654413,rahul kumar,48007,37120,10887,4413
987654413,rahul kumar,85385,46200,39185,4413
987654413,rahul kumar,74660,63050,11610,4413
987654413,rahul kumar,78598,33840,44758,4413
987654413,rahul kumar,83273,50840,32433,4413
987654413,rahul kumar,78785,71450,7335,4413
987654413,rahul kumar,47182,38220,8962,4413
987654413,rahul kumar,104811,57830,46981,4413
987654413,rahul kumar,72614,67770,4844,4413
987654413,rahul kumar,72361,39680,32681,4413
987654413,rahul kumar,71668,24190,47478,4413
987654413,rahul kumar,85946,55270,30676,4413
987654413,rahul kumar,45180,13010,32170,4413
987654413,rahul kumar,70447,59690,10757,4413
987654413,rahul kumar,68819,34450,34369,4413
987654414,rajender,60558,28510,32048,4414
987654414,rajender,77663,59960,17703,4414
987654414,rajender,42122,41410,712,4414
987654414,rajender,80886,55360,25526,4414
987654414,rajender,76002,59310,16692,4414
987654414,rajender,79489,70620,8869,4414
987654414,rajender,79049,47860,31189,4414
987654414,rajender,92359,87040,5319,4414
987654414,rajender,45114,23570,21544,4414
987654414,rajender,69985,33970,36015,4414
987654414,rajender,78653,73570,5083,4414
987654414,rajender,72471,49940,22531,4414
987654414,rajender,65178,64010,1168,4414
987654414,rajender,39900,26150,13750,4414
987654414,rajender,89884,50950,38934,4414
987654414,rajender,98453,95330,3123,4414
987654414,rajender,107990,77150,30840,4414
987654414,rajender,89048,31800,57248,4414
987654414,rajender,36886,28850,8036,4414
987654414,rajender,72658,22940,49718,4414
987654414,rajender,68412,65550,2862,4414
987654414,rajender,71734,22080,49654,4414
987654414,rajender,83053,33290,49763,4414
987654414,rajender,89180,57020,32160,4414
987654415,suraj,45906,26100,19806,4415
987654415,suraj,64672,52090,12582,4415
987654415,suraj,56796,41870,14926,4415
987654415,suraj,63418,43450,19968,4415
987654415,suraj,62131,43030,19101,4415
987654415,suraj,62593,42030,20563,4415
987654415,suraj,34411,32750,1661,4415
987654415,suraj,71800,44930,26870,4415
987654415,suraj,70359,45440,24919,4415
987654415,suraj,73175,39860,33315,4415
987654415,suraj,84516,58870,25646,4415
987654415,suraj,86793,54170,32623,4415
987654415,suraj,36347,17280,19067,4415
987654415,suraj,63858,44520,19338,4415
987654415,suraj,59029,41720,17309,4415
987654415,suraj,66806,38690,28116,4415
987654415,suraj,77388,56570,20818,4415
987654415,suraj,57819,50570,7249,4415
987654415,suraj,112588,59600,52988,4415
987654415,suraj,91336,74480,16856,4415
987654415,suraj,91226,75400,15826,4415
987654415,suraj,91215,62540,28675,4415
987654415,suraj,39482,15650,23832,4415
987654415,suraj,74275,58230,16045,4415
987654416,rizwan,69765,19680,50085,4416
987654416,rizwan,82646,39880,42766,4416
987654416,rizwan,72713,27190,45523,4416
987654416,rizwan,87057,49210,37847,4416
987654416,rizwan,41330,15550,25780,4416
987654416,rizwan,64298,27250,37048,4416
987654416,rizwan,62747,51440,11307,4416
987654416,rizwan,56499,33190,23309,4416
987654416,rizwan,61449,31910,29539,4416
987654416,rizwan,62560,57010,5550,4416
987654416,rizwan,38030,30220,7810,4416
987654416,rizwan,73010,24010,49000,4416
987654416,rizwan,75617,39240,36377,4416
987654416,rizwan,79753,69550,10203,4416
987654416,rizwan,88707,46340,42367,4416
987654416,rizwan,94636,52820,41816,4416
987654416,rizwan,46907,34810,12097,4416
987654416,rizwan,74385,64880,9505,4416
987654416,rizwan,71844,22040,49804,4416
987654416,rizwan,58160,39240,18920,4416
987654416,rizwan,60261,15720,44541,4416
987654416,rizwan,62340,49920,12420,4416
987654416,rizwan,37513,23360,14153,4416
987654416,rizwan,74836,68100,6736,4416
987654417,sandeep,68852,67650,1202,4417
987654417,sandeep,71965,20210,51755,4417
987654417,sandeep,71030,37550,33480,4417
987654417,sandeep,90962,69910,21052,4417
987654417,sandeep,41649,31780,9869,4417
987654417,sandeep,57445,44780,12665,4417
987654417,sandeep,55696,33920,21776,4417
987654417,sandeep,52924,36670,16254,4417
987654417,sandeep,56389,14500,41889,4417
987654417,sandeep,62725,22180,40545,4417
987654417,sandeep,42441,28930,13511,4417
987654417,sandeep,72933,39030,33903,4417
987654417,sandeep,68203,18130,50073,4417
987654417,sandeep,75661,42260,33401,4417
987654417,sandeep,80754,40570,40184,4417
987654417,sandeep,87574,24860,62714,4417
987654417,sandeep,43277,28680,14597,4417
987654417,sandeep,72691,22190,50501,4417
987654417,sandeep,71118,18570,52548,4417
987654417,sandeep,63341,17760,45581,4417
987654417,sandeep,59601,38410,21191,4417
987654417,sandeep,68379,55640,12739,4417
987654417,sandeep,37953,19190,18763,4417
987654417,sandeep,70843,67600,3243,4417
987654418,md mustafa,64364,41240,23124,4418
987654418,md mustafa,80853,69970,10883,4418
987654418,md mustafa,77806,36350,41456,4418
987654418,md mustafa,74484,40920,33564,4418
987654418,md mustafa,40802,17070,23732,4418
987654418,md mustafa,61163,19750,41413,4418
987654418,md mustafa,57665,51540,6125,4418
987654418,md mustafa,49074,18100,30974,4418
987654418,md mustafa,64551,63230,1321,4418
987654418,md mustafa,65068,41780,23288,4418
987654418,md mustafa,42199,22540,19659,4418
987654418,md mustafa,75199,47010,28189,4418
987654418,md mustafa,69182,51080,18102,4418
987654418,md mustafa,74319,70940,3379,4418
987654418,md mustafa,78169,49670,28499,4418
987654418,md mustafa,94581,41360,53221,4418
987654418,md mustafa,42672,32600,10072,4418
987654418,md mustafa,67092,42000,25092,4418
987654418,md mustafa,59458,27230,32228,4418
987654418,md mustafa,67059,43620,23439,4418
987654418,md mustafa,93492,61170,32322,4418
987654418,md mustafa,92700,46410,46290,4418
987654418,md mustafa,77399,45950,31449,4418
987654418,md mustafa,73967,56990,16977,4418
987654419,har parsad,96209,59940,36269,4419
987654419,har parsad,36248,18300,17948,4419
987654419,har parsad,54167,45540,8627,4419
987654419,har parsad,67279,48300,18979,4419
987654419,har parsad,55036,14290,40746,4419
987654419,har parsad,56928,30460,26468,4419
987654419,har parsad,65596,28860,36736,4419
987654419,har parsad,42023,28560,13463,4419
987654419,har parsad,74088,23290,50798,4419
987654419,har parsad,96968,27760,69208,4419
987654419,har parsad,87332,44420,42912,4419
987654419,har parsad,97375,55050,42325,4419
987654419,har parsad,100367,33940,66427,4419
987654419,har parsad,40857,34890,5967,4419
987654419,har parsad,66817,46340,20477,4419
987654419,har parsad,61702,21070,40632,4419
987654419,har parsad,58622,15190,43432,4419
987654419,har parsad,59095,15820,43275,4419
987654419,har parsad,74220,48250,25970,4419
987654419,har parsad,37678,34590,3088,4419
987654419,har parsad,71965,28170,43795,4419
987654419,har parsad,95318,27700,67618,4419
987654419,har parsad,93833,54010,39823,4419
987654419,har parsad,108276,105800,2476,4419
987654420,deepak,114964,53760,61204,4420
987654420,deepak,39801,35070,4731,4420
987654420,deepak,55256,39370,15886,4420
987654420,deepak,65596,24180,41416,4420
987654420,deepak,55135,16240,38895,4420
987654420,deepak,60591,49790,10801,4420
987654420,deepak,52836,32390,20446,4420
987654420,deepak,39801,24440,15361,4420
987654420,deepak,74583,41050,33533,4420
987654420,deepak,80402,59150,21252,4420
987654420,deepak,85341,25570,59771,4420
987654420,deepak,92326,71970,20356,4420
987654420,deepak,109387,68700,40687,4420
987654420,deepak,38096,24030,14066,4420
987654420,deepak,60294,37160,23134,4420
987654420,deepak,62813,62420,393,4420
987654420,deepak,57786,18760,39026,4420
987654420,deepak,58083,53230,4853,4420
987654420,deepak,67642,62610,5032,4420
987654420,deepak,36919,13190,23729,4420
987654420,deepak,65024,40680,24344,4420
987654420,deepak,87684,86950,734,4420
987654420,deepak,79764,39400,40364,4420
987654420,deepak,89653,46180,43473,4420
987654421,rahul,120761,52100,68661,4421
987654421,rahul,51692,44540,7152,4421
987654421,rahul,71041,57430,13611,4421
987654421,rahul,73978,51510,22468,4421
987654421,rahul,61383,56470,4913,4421
987654421,rahul,71613,35040,36573,4421
987654421,rahul,35269,35170,99,4421
987654421,rahul,68181,47600,20581,4421
987654421,rahul,81931,77880,4051,4421
987654421,rahul,75936,48530,27406,4421
987654421,rahul,81018,35620,45398,4421
